name, latitude, longitude, timestamp
activity, -5.8486123, -35.2057914, 2021-04-01T00:06:53.216Z
activity, -5.8453936, -35.2042617, 2021-04-01T00:06:53.216Z
activity, -5.845314, -35.204174, 2021-04-01T00:06:53.216Z
activity, -5.845611, -35.204647, 2021-04-01T18:53:06.452Z
activity, -5.8467836, -35.205986, 2021-04-01T18:53:06.452Z
activity, -5.847506, -35.2068023, 2021-04-01T18:53:06.452Z
activity, -5.8479576, -35.2073249, 2021-04-01T18:53:06.452Z
activity, -5.8479576, -35.2073249, 2021-04-01T18:53:06.452Z
activity, -5.8396587, -35.2105979, 2021-04-01T18:53:06.452Z
activity, -5.8480696, -35.2085952, 2021-04-01T18:53:06.452Z
activity, -5.8604884, -35.2144546, 2021-04-01T18:53:06.452Z
activity, -5.8480887, -35.2129631, 2021-04-01T18:53:06.452Z
activity, -5.8461208, -35.2160568, 2021-04-01T18:53:06.452Z
activity, -5.8460578, -35.2161407, 2021-04-01T18:53:06.452Z
activity, -5.8415684, -35.2212524, 2021-04-01T18:53:06.452Z
activity, -5.8415555, -35.2212944, 2021-04-01T18:53:06.452Z
activity, -5.8422079, -35.2222518, 2021-04-01T18:53:06.452Z
activity, -5.8503313, -35.226406, 2021-04-01T18:53:06.452Z
activity, -5.8501348, -35.2262496, 2021-04-01T19:22:29.612Z
activity, -5.8422079, -35.2222518, 2021-04-01T19:22:29.612Z
activity, -5.841731, -35.2210273, 2021-04-01T19:22:29.612Z
activity, -5.8455533, -35.2168083, 2021-04-01T19:22:29.612Z
activity, -5.8463969, -35.2156906, 2021-04-01T19:22:29.612Z
activity, -5.8476638, -35.2136993, 2021-04-01T19:22:29.612Z
activity, -5.8489556, -35.2112846, 2021-04-01T19:22:29.612Z
activity, -5.8604884, -35.2144546, 2021-04-01T19:22:29.612Z
activity, -5.8480529, -35.2085914, 2021-04-01T19:22:29.612Z
activity, -5.8369073, -35.2117881, 2021-04-01T19:22:29.612Z
activity, -5.8474082, -35.2065582, 2021-04-01T19:22:29.612Z
activity, -5.8464384, -35.2054786, 2021-04-01T19:22:29.612Z
activity, -5.8453154, -35.204174, 2021-04-01T19:22:29.612Z
activity, -5.8453173, -35.2041778, 2021-04-02T13:08:41.368Z
activity, -5.874917, -35.20261, 2021-04-02T13:08:41.368Z
activity, -5.8882722, -35.1999855, 2021-04-02T13:08:41.368Z
activity, -5.8858594, -35.2000999, 2021-04-02T13:27:30.489Z
activity, -5.8773908, -35.2109107, 2021-04-02T13:27:30.489Z
activity, -5.8740406, -35.2168998, 2021-04-02T13:27:30.489Z
activity, -5.864798, -35.2159881, 2021-04-02T13:27:30.489Z
activity, -5.8499131, -35.2061004, 2021-04-02T13:27:30.489Z
activity, -5.8501448, -35.2055053, 2021-04-02T13:56:54.903Z
