name, latitude, longitude, timestamp
activity, -5.8550195, -35.2090759, 2014-12-27T00:44:29.669Z
activity, -5.8453216, -35.2041816, 2014-12-27T00:44:29.669Z
activity, -5.8452897, -35.2041435, 2014-12-29T18:42:17.921Z
activity, -5.8818998, -35.1804618, 2014-12-29T18:42:17.921Z
activity, -5.8551416, -35.2089996, 2014-12-31T00:54:24.015Z
activity, -5.8452787, -35.204132, 2014-12-31T00:54:24.015Z
activity, -5.8453273, -35.2041893, 2014-12-31T18:09:15.508Z
activity, -5.8396859, -35.2105865, 2014-12-31T18:09:15.508Z
activity, -5.8397445, -35.2105712, 2014-12-31T18:21:42.301Z
activity, -5.8453383, -35.2042007, 2014-12-31T18:21:42.301Z
activity, -5.8453226, -35.2041816, 2014-12-31T23:57:42.699Z
activity, -5.8563666, -35.2038383, 2014-12-31T23:57:42.699Z
undefined, -5.8454558, -35.2041163, 2014-12-24T21:30:54.485Z
undefined, -5.8454558, -35.2041163, 2014-12-25T16:56:45.821Z
Neópolis, -5.8693931, -35.2066038, 2014-12-26T02:26:32.650Z
undefined, -5.8454558, -35.2041163, 2014-12-27T00:57:33.236Z
undefined, -5.8454558, -35.2041163, 2014-12-28T02:49:39.198Z
undefined, -5.8708414, -35.1896817, 2014-12-28T22:51:55.905Z
undefined, -5.8454558, -35.2041163, 2014-12-29T00:03:30.599Z
BigBlue Parque Aquático, -6.016722, -35.1095813, 2014-12-29T21:49:50.064Z
undefined, -5.8708414, -35.1896817, 2014-12-30T20:12:50.611Z
undefined, -5.8454558, -35.2041163, 2014-12-31T01:02:15.654Z
undefined, -5.8454558, -35.2041163, 2014-12-31T18:22:48.087Z
undefined, -5.8560807, -35.2040996, 2014-12-31T23:58:59.544Z
