name, latitude, longitude
activity, -5.8656902, -35.1925849, 2023-02-03T18:23:31Z
activity, -5.8722286, -35.2032012, 2023-02-03T18:23:31Z
activity, -5.8833556, -35.2003898, 2023-02-03T18:23:31Z
activity, -5.8872327, -35.1936912, 2023-02-03T18:23:31Z
activity, -5.8927021, -35.1958007, 2023-02-03T18:23:31Z
activity, -5.8924841, -35.1960945, 2023-02-03T20:17:05.687Z
activity, -5.8700003, -35.1990203, 2023-02-03T20:17:05.687Z
activity, -5.8620448, -35.1972122, 2023-02-03T20:17:05.687Z
activity, -5.8595809, -35.1979637, 2023-02-03T20:17:05.687Z
activity, -5.8599176, -35.1982727, 2023-02-03T20:17:05.687Z
activity, -5.8608827, -35.1987037, 2023-02-03T20:17:05.687Z
activity, -5.8610911, -35.1984367, 2023-02-03T20:17:05.687Z
activity, -5.8699994, -35.1889419, 2023-02-03T21:55:10.995Z
activity, -5.8649868, -35.1867942, 2023-02-03T21:55:10.995Z
activity, -5.8655743, -35.1852836, 2023-02-03T21:55:10.995Z
activity, -5.8496313, -35.2064399, 2023-02-03T21:55:10.995Z
activity, -5.8492493, -35.2065162, 2023-02-03T21:55:10.995Z
activity, -5.845807, -35.2040596, 2023-02-03T21:55:10.995Z
activity, -5.8456497, -35.2041969, 2023-02-03T21:55:10.995Z
activity, -5.8452825, -35.2041358, 2023-02-03T22:56:24.697Z
activity, -5.8458023, -35.2048721, 2023-02-03T22:56:24.697Z
activity, -5.8470745, -35.206295, 2023-02-03T22:56:24.697Z
activity, -5.8486027, -35.2049598, 2023-02-03T22:56:24.697Z
activity, -5.8505373, -35.2037734, 2023-02-03T22:56:24.697Z
activity, -5.8513851, -35.2061119, 2023-02-03T22:56:24.697Z
activity, -5.8569073, -35.2077102, 2023-02-03T22:56:24.697Z
activity, -5.8577218, -35.2065887, 2023-02-03T22:56:24.697Z
activity, -5.8579945, -35.2057228, 2023-02-03T22:56:24.697Z
activity, -5.8598232, -35.205677, 2023-02-03T22:56:24.697Z
activity, -5.8614897, -35.2053871, 2023-02-03T22:56:24.697Z
activity, -5.8677773, -35.1962356, 2023-02-03T22:56:24.697Z
activity, -5.8669009, -35.1942024, 2023-02-03T22:56:24.697Z
activity, -5.8656902, -35.1925849, 2023-02-03T22:56:24.697Z
activity, -5.8656902, -35.1925849, 2023-02-03T22:56:24.697Z
activity, -5.8700304, -35.1910133, 2023-02-03T22:56:24.697Z
activity, -5.8781795, -35.1851234, 2023-02-03T22:56:24.697Z
activity, -5.882102, -35.1806602, 2023-02-03T22:56:24.697Z
activity, -5.8790712, -35.1771163, 2023-02-03T22:56:24.697Z
activity, -5.8789062, -35.1769905, 2023-02-04T02:19:08.264Z
activity, -5.8664474, -35.18367, 2023-02-04T02:19:08.264Z
activity, -5.8662462, -35.1840476, 2023-02-04T02:19:08.264Z
activity, -5.8626146, -35.1901206, 2023-02-04T02:19:08.264Z
activity, -5.8655724, -35.1927337, 2023-02-04T02:19:08.264Z
activity, -5.8647122, -35.1938285, 2023-02-04T02:19:08.264Z
activity, -5.8613796, -35.1931991, 2023-02-04T02:19:08.264Z
activity, -5.8606009, -35.195919, 2023-02-04T02:19:08.264Z
activity, -5.8597583, -35.1970024, 2023-02-04T02:19:08.264Z
activity, -5.8547306, -35.2000198, 2023-02-04T02:19:08.264Z
activity, -5.8454108, -35.2042808, 2023-02-04T02:19:08.264Z
activity, -5.8452997, -35.2041587, 2023-02-04T15:04:34.144Z
activity, -5.8451704, -35.2046165, 2023-02-04T15:04:34.144Z
activity, -5.8460226, -35.206211, 2023-02-04T15:04:34.144Z
activity, -5.8455467, -35.2070617, 2023-02-04T15:04:34.144Z
activity, -5.8456912, -35.2076148, 2023-02-04T15:04:34.144Z
activity, -5.843954, -35.2085227, 2023-02-04T15:04:34.144Z
activity, -5.8432044, -35.2089271, 2023-02-04T15:04:34.144Z
activity, -5.8433556, -35.20792, 2023-02-04T15:04:34.144Z
activity, -5.8431034, -35.2074241, 2023-02-04T15:04:34.144Z
activity, -5.8429112, -35.2070617, 2023-02-04T15:33:18.136Z
activity, -5.8451704, -35.2046165, 2023-02-04T15:33:18.136Z
activity, -5.8452901, -35.2041473, 2023-02-04T15:33:18.136Z
activity, -5.845602, -35.2042388, 2023-02-04T21:14:32.568Z
activity, -5.8451704, -35.2046165, 2023-02-04T21:14:32.568Z
activity, -5.8438625, -35.2053489, 2023-02-04T21:14:32.568Z
activity, -5.8434391, -35.2055778, 2023-02-04T21:14:32.568Z
activity, -5.8422732, -35.2058792, 2023-02-04T21:14:32.568Z
activity, -5.8422894, -35.209671, 2023-02-04T21:14:32.568Z
activity, -5.8452754, -35.2166519, 2023-02-04T21:14:32.568Z
activity, -5.8435368, -35.2188491, 2023-02-04T21:14:32.568Z
activity, -5.8433761, -35.2190475, 2023-02-04T21:14:32.568Z
activity, -5.8259902, -35.2158775, 2023-02-04T21:14:32.568Z
activity, -5.7939357, -35.2035255, 2023-02-04T21:14:32.568Z
activity, -5.843472, -35.2094383, 2023-02-04T21:14:32.568Z
activity, -5.8605012, -35.1928482, 2023-02-04T21:14:32.568Z
activity, -5.8662772, -35.1843757, 2023-02-04T21:14:32.568Z
activity, -5.9573278, -35.1521224, 2023-02-04T21:14:32.568Z
activity, -5.9573764, -35.1521987, 2023-02-05T00:40:34.518Z
activity, -5.866301, -35.1839447, 2023-02-05T00:40:34.518Z
activity, -5.8453693, -35.2077865, 2023-02-05T00:40:34.518Z
activity, -5.8468508, -35.2059326, 2023-02-05T00:40:34.518Z
activity, -5.8452925, -35.2041473, 2023-02-05T00:40:34.518Z
activity, -5.8452668, -35.2041206, 2023-02-05T17:25:44.463Z
activity, -5.8467836, -35.205986, 2023-02-05T17:25:44.463Z
activity, -5.8485364, -35.2059097, 2023-02-05T17:25:44.463Z
activity, -5.848463, -35.2056274, 2023-02-05T17:42:32.854Z
activity, -5.8479146, -35.2049942, 2023-02-05T17:42:32.854Z
activity, -5.8461232, -35.2037773, 2023-02-05T17:42:32.854Z
activity, -5.8452911, -35.2041473, 2023-02-05T19:03:42.067Z
activity, -5.8466067, -35.2057952, 2023-02-05T19:03:42.067Z
activity, -5.8466567, -35.2058486, 2023-02-05T19:03:42.067Z
activity, -5.8457736, -35.2075042, 2023-02-05T19:03:42.067Z
activity, -5.8453693, -35.2077865, 2023-02-05T19:03:42.067Z
activity, -5.8673734, -35.3681297, 2023-02-05T19:03:42.067Z
activity, -5.7627882, -35.3731842, 2023-02-05T19:03:42.067Z
activity, -27.6748027, -48.546463, 2023-02-06T03:04:04.127Z
activity, -27.6793746, -48.5093421, 2023-02-06T03:04:04.127Z
activity, -27.6876602, -48.500431, 2023-02-06T03:04:04.127Z
activity, -27.6953334, -48.4993972, 2023-02-06T03:04:04.127Z
activity, -27.6969089, -48.4997291, 2023-02-06T03:04:04.127Z
activity, -27.6968002, -48.4997062, 2023-02-06T10:40:17.695Z
activity, -27.7061691, -48.505619, 2023-02-06T10:40:17.695Z
activity, -27.6871471, -48.5647735, 2023-02-06T10:40:17.695Z
activity, -27.6883983, -48.5648651, 2023-02-06T11:55:19.581Z
activity, -27.6809978, -48.5097999, 2023-02-06T11:55:19.581Z
activity, -27.6664047, -48.5034332, 2023-02-06T11:55:19.581Z
activity, -27.6658973, -48.5028114, 2023-02-06T12:32:20.551Z
activity, -27.6614627, -48.5008316, 2023-02-06T12:32:20.551Z
activity, -27.6426067, -48.527481, 2023-02-06T12:32:20.551Z
activity, -27.6196937, -48.5294227, 2023-02-06T12:32:20.551Z
activity, -27.6015987, -48.5177192, 2023-02-06T12:32:20.551Z
activity, -27.6001586, -48.5184097, 2023-02-06T12:32:20.551Z
activity, -27.6016063, -48.5190391, 2023-02-06T12:32:20.551Z
activity, -27.6019134, -48.519596, 2023-02-06T12:32:20.551Z
activity, -27.6019134, -48.519596, 2023-02-06T12:32:20.551Z
activity, -27.5978431, -48.5201377, 2023-02-06T12:32:20.551Z
activity, -27.5973491, -48.5204658, 2023-02-06T12:32:20.551Z
activity, -27.5980205, -48.5204658, 2023-02-06T12:32:20.551Z
activity, -27.5994892, -48.5184249, 2023-02-06T12:32:20.551Z
activity, -27.5995178, -48.5179977, 2023-02-06T12:32:20.551Z
activity, -27.5913524, -48.5148506, 2023-02-06T12:32:20.551Z
activity, -27.5903911, -48.5143775, 2023-02-06T17:12:50.951Z
activity, -27.591217, -48.5139198, 2023-02-06T17:12:50.951Z
activity, -27.5910549, -48.5139846, 2023-02-06T17:12:50.951Z
activity, -27.5910549, -48.5139846, 2023-02-06T17:14:03.858Z
activity, -27.5912666, -48.5133552, 2023-02-06T17:14:03.858Z
activity, -27.591423, -48.5148658, 2023-02-06T17:14:03.858Z
activity, -27.5896778, -48.5157928, 2023-02-06T17:14:03.858Z
activity, -27.5898838, -48.5156517, 2023-02-06T17:14:03.858Z
activity, -27.589466, -48.5161209, 2023-02-06T17:14:03.858Z
activity, -27.5876598, -48.5193862, 2023-02-06T17:14:03.858Z
activity, -27.5556831, -48.5025672, 2023-02-06T17:14:03.858Z
activity, -27.5549545, -48.4975433, 2023-02-06T17:14:03.858Z
activity, -27.5513, -48.4985694, 2023-02-06T19:44:24.199Z
activity, -27.5519027, -48.499176, 2023-02-06T19:44:24.199Z
activity, -27.5522708, -48.4993934, 2023-02-06T19:44:24.199Z
activity, -27.555479, -48.5025901, 2023-02-06T19:44:24.199Z
activity, -27.5703144, -48.5140266, 2023-02-06T19:44:24.199Z
activity, -27.5702075, -48.5140647, 2023-02-06T21:17:32.890Z
activity, -27.5786514, -48.5223846, 2023-02-06T21:17:32.890Z
activity, -27.6983356, -48.5000419, 2023-02-06T21:17:32.890Z
activity, -27.6970386, -48.4997596, 2023-02-06T23:25:28.360Z
activity, -27.653078, -48.4797439, 2023-02-06T23:25:28.360Z
activity, -27.6045684, -48.4628791, 2023-02-06T23:25:28.360Z
activity, -27.6045398, -48.4640312, 2023-02-06T23:25:28.360Z
activity, -27.6039714, -48.4678497, 2023-02-06T23:25:28.360Z
activity, -27.604454, -48.4674072, 2023-02-07T01:48:23.334Z
activity, -27.6013584, -48.4690437, 2023-02-07T01:48:23.334Z
activity, -27.6028823, -48.4677886, 2023-02-07T01:48:23.334Z
activity, -27.6615085, -48.5006866, 2023-02-07T01:48:23.334Z
activity, -27.6614837, -48.5007705, 2023-02-07T01:48:23.334Z
activity, -27.6713256, -48.5048332, 2023-02-07T01:48:23.334Z
activity, -27.6967773, -48.4997024, 2023-02-07T01:48:23.334Z
activity, -27.6970634, -48.4997634, 2023-02-07T19:30:21.169Z
activity, -27.6786785, -48.4968566, 2023-02-07T19:30:21.169Z
activity, -27.6765766, -48.500122, 2023-02-07T19:30:21.169Z
activity, -27.6769962, -48.4994125, 2023-02-07T20:53:17.668Z
activity, -27.6777954, -48.4981079, 2023-02-07T20:53:17.668Z
activity, -27.6816253, -48.4937515, 2023-02-07T20:53:17.668Z
activity, -27.6820716, -48.4933433, 2023-02-07T21:39:32.467Z
activity, -27.6945514, -48.5000228, 2023-02-07T21:39:32.467Z
activity, -27.6972885, -48.499813, 2023-02-07T21:39:32.467Z
activity, -27.6966285, -48.4996681, 2023-02-07T22:53:42.812Z
activity, -27.6953334, -48.4993972, 2023-02-07T22:53:42.812Z
activity, -27.6948852, -48.4993019, 2023-02-07T22:53:42.812Z
activity, -27.695507, -48.4994277, 2023-02-07T23:19:33.412Z
activity, -27.6961975, -48.4995765, 2023-02-07T23:19:33.412Z
activity, -27.6968879, -48.4997253, 2023-02-07T23:19:33.412Z
activity, -27.6970291, -48.4997558, 2023-02-08T11:40:05.315Z
activity, -27.6128196, -48.5418205, 2023-02-08T11:40:05.315Z
activity, -27.60433, -48.5477447, 2023-02-08T11:40:05.315Z
activity, -27.6022815, -48.5500068, 2023-02-08T11:40:05.315Z
activity, -27.6018142, -48.5481719, 2023-02-08T11:40:05.315Z
activity, -27.5999107, -48.548954, 2023-02-08T11:40:05.315Z
activity, -27.5997848, -48.5491065, 2023-02-08T11:40:05.315Z
activity, -27.5996742, -48.5492019, 2023-02-08T13:45:57.770Z
activity, -27.6005401, -48.5495223, 2023-02-08T13:45:57.770Z
activity, -27.6023864, -48.5502586, 2023-02-08T13:45:57.770Z
activity, -27.6157741, -48.5305137, 2023-02-08T13:45:57.770Z
activity, -27.6441707, -48.5253257, 2023-02-08T13:45:57.770Z
activity, -27.6899757, -48.4987106, 2023-02-08T13:45:57.770Z
activity, -27.6967182, -48.4996871, 2023-02-08T13:45:57.770Z
activity, -27.6854629, -48.4874763, 2023-02-09T00:29:01.113Z
activity, -27.6827449, -48.4912414, 2023-02-09T00:29:01.113Z
activity, -27.6815586, -48.4931755, 2023-02-09T00:29:01.113Z
activity, -27.6817665, -48.4932441, 2023-02-09T00:45:10.484Z
activity, -27.6899757, -48.4987106, 2023-02-09T00:45:10.484Z
activity, -27.6971931, -48.4993019, 2023-02-09T00:45:10.484Z
activity, -27.6971931, -48.4993019, 2023-02-09T11:27:29.480Z
activity, -27.7062587, -48.503395, 2023-02-09T11:27:29.480Z
activity, -27.7152061, -48.5099716, 2023-02-09T11:27:29.480Z
activity, -27.7147979, -48.5104904, 2023-02-09T12:49:49.147Z
activity, -27.7062587, -48.503395, 2023-02-09T12:49:49.147Z
activity, -27.6973094, -48.4998168, 2023-02-09T12:49:49.147Z
activity, -27.6970481, -48.4997596, 2023-02-11T11:03:45.395Z
activity, -27.6956577, -48.4974975, 2023-02-11T11:03:45.395Z
activity, -27.6933403, -48.486454, 2023-02-11T11:03:45.395Z
activity, -27.7401065, -48.5085716, 2023-02-11T14:54:34.723Z
activity, -27.70335, -48.4975395, 2023-02-11T14:54:34.723Z
activity, -27.6966743, -48.4921417, 2023-02-11T14:54:34.723Z
activity, -27.695486, -48.4990501, 2023-02-11T14:54:34.723Z
activity, -27.6967868, -48.4997024, 2023-02-11T14:54:34.723Z
activity, -27.6970386, -48.4997596, 2023-02-11T20:43:46.109Z
activity, -27.6956577, -48.4974975, 2023-02-11T20:43:46.109Z
activity, -27.6945304, -48.4894828, 2023-02-11T20:43:46.109Z
activity, -27.6942195, -48.4905357, 2023-02-12T00:15:20.517Z
activity, -27.6953582, -48.4937477, 2023-02-12T00:15:20.517Z
activity, -27.6958465, -48.4959869, 2023-02-12T00:15:20.517Z
activity, -27.6961154, -48.4995574, 2023-02-12T00:15:20.517Z
activity, -27.6967811, -48.4997024, 2023-02-12T00:15:20.517Z
activity, -27.6970291, -48.4997558, 2023-02-12T12:36:31.034Z
activity, -27.6953334, -48.4993972, 2023-02-12T12:36:31.034Z
activity, -27.6949901, -48.499794, 2023-02-12T12:36:31.034Z
activity, -27.6947422, -48.4992675, 2023-02-12T12:45:59.527Z
activity, -27.6961135, -48.4995574, 2023-02-12T12:45:59.527Z
activity, -27.6967811, -48.4997024, 2023-02-12T12:45:59.527Z
activity, -27.6970653, -48.4997634, 2023-02-12T14:14:48.134Z
activity, -27.7064456, -48.5019454, 2023-02-12T14:14:48.134Z
activity, -27.7394695, -48.5148277, 2023-02-12T14:14:48.134Z
activity, -27.7394676, -48.51482, 2023-02-12T19:30:12.088Z
activity, -27.7062625, -48.5029487, 2023-02-12T19:30:12.088Z
activity, -27.7065162, -48.5033302, 2023-02-12T19:30:12.088Z
activity, -27.7062587, -48.5026664, 2023-02-12T20:16:35.444Z
activity, -27.7062511, -48.5021743, 2023-02-12T20:16:35.444Z
activity, -27.6970462, -48.4997596, 2023-02-12T20:16:35.444Z
activity, -27.6971111, -48.4997749, 2023-02-13T22:31:01.116Z
activity, -27.6956882, -48.4979286, 2023-02-13T22:31:01.116Z
activity, -27.6966094, -48.4957427, 2023-02-13T22:31:01.116Z
activity, -27.697916, -48.4945411, 2023-02-13T22:31:01.116Z
activity, -27.6979618, -48.4953041, 2023-02-13T22:31:01.116Z
activity, -27.6981201, -48.493988, 2023-02-13T22:31:01.116Z
activity, -27.6982803, -48.4934768, 2023-02-13T22:31:01.116Z
activity, -27.7004222, -48.494812, 2023-02-13T22:31:01.116Z
activity, -27.7019786, -48.4960174, 2023-02-13T22:31:01.116Z
activity, -27.6954631, -48.4992713, 2023-02-13T22:58:04.932Z
activity, -27.6956882, -48.4979286, 2023-02-13T22:58:04.932Z
activity, -27.6973266, -48.4974403, 2023-02-13T22:58:04.932Z
activity, -27.6978683, -48.4964866, 2023-02-13T22:58:04.932Z
activity, -27.6979103, -48.4961128, 2023-02-13T22:58:04.932Z
activity, -27.6980628, -48.4944229, 2023-02-13T22:58:04.932Z
activity, -27.6980819, -48.4942779, 2023-02-13T22:58:04.932Z
activity, -27.701395, -48.4955139, 2023-02-13T22:58:04.932Z
activity, -27.7019786, -48.4960212, 2023-02-13T22:58:04.932Z
activity, -27.7014904, -48.495594, 2023-02-14T01:32:11.930Z
activity, -27.7004222, -48.494812, 2023-02-14T01:32:11.930Z
activity, -27.6975593, -48.4951858, 2023-02-14T01:32:11.930Z
activity, -27.6960811, -48.4995498, 2023-02-14T01:32:11.930Z
activity, -27.6967144, -48.4996871, 2023-02-14T01:32:11.930Z
activity, -27.6960086, -48.4995346, 2023-02-14T17:03:36.944Z
activity, -27.6899757, -48.4987106, 2023-02-14T17:03:36.944Z
activity, -27.6775341, -48.4985084, 2023-02-14T17:03:36.944Z
activity, -27.6771926, -48.4990692, 2023-02-14T18:14:05.615Z
activity, -27.6899757, -48.4987106, 2023-02-14T18:14:05.615Z
activity, -27.6968288, -48.4997138, 2023-02-14T18:14:05.615Z
activity, -27.6971931, -48.4993019, 2023-02-14T19:34:24.119Z
activity, -27.6945514, -48.5000228, 2023-02-14T19:34:24.119Z
activity, -27.687891, -48.5001564, 2023-02-14T19:34:24.119Z
activity, -27.6745185, -48.5075912, 2023-02-14T19:34:24.119Z
activity, -27.672451, -48.5068359, 2023-02-14T19:34:24.119Z
activity, -27.6708526, -48.5057449, 2023-02-14T19:34:24.119Z
activity, -27.6560974, -48.4861869, 2023-02-14T19:34:24.119Z
activity, -27.6569633, -48.485794, 2023-02-14T19:34:24.119Z
activity, -27.6570053, -48.4858551, 2023-02-14T19:34:24.119Z
activity, -27.6565856, -48.4852676, 2023-02-14T21:45:13.430Z
activity, -27.6578559, -48.4876365, 2023-02-14T21:45:13.430Z
activity, -27.6576766, -48.4879074, 2023-02-14T21:45:13.430Z
activity, -27.6639175, -48.4804077, 2023-02-14T21:45:13.430Z
activity, -27.6704406, -48.4825286, 2023-02-14T21:45:13.430Z
activity, -27.6753005, -48.4844818, 2023-02-14T21:45:13.430Z
activity, -27.6916313, -48.4874114, 2023-02-14T21:45:13.430Z
activity, -27.6948642, -48.4930801, 2023-02-14T21:45:13.430Z
activity, -27.6968135, -48.49971, 2023-02-14T21:45:13.430Z
activity, -27.6970634, -48.4997634, 2023-02-16T21:18:54.297Z
activity, -27.6931457, -48.4926223, 2023-02-16T21:18:54.297Z
activity, -27.6874847, -48.4897193, 2023-02-16T21:18:54.297Z
activity, -27.6875019, -48.4878273, 2023-02-16T21:18:54.297Z
activity, -27.6850643, -48.4821929, 2023-02-16T21:18:54.297Z
activity, -27.6970787, -48.4997673, 2023-02-17T12:41:06.461Z
activity, -27.6922454, -48.4985237, 2023-02-17T12:41:06.461Z
activity, -27.6466846, -48.5214004, 2023-02-17T12:41:06.461Z
activity, -27.648859, -48.5197792, 2023-02-17T12:41:06.461Z
activity, -27.649002, -48.5196762, 2023-02-17T15:00:28.594Z
activity, -27.6922454, -48.4985237, 2023-02-17T15:00:28.594Z
activity, -27.6969642, -48.4997406, 2023-02-17T15:00:28.594Z
activity, -27.69705, -48.4997596, 2023-02-18T13:52:50.436Z
activity, -27.6962814, -48.4995956, 2023-02-18T13:52:50.436Z
activity, -27.6955108, -48.4994277, 2023-02-18T13:52:50.436Z
activity, -27.6970064, -48.499751, 2023-02-18T17:48:12.115Z
activity, -27.6945506, -48.5000242, 2023-02-18T17:48:12.115Z
activity, -27.6878592, -48.4996503, 2023-02-18T17:48:12.115Z
activity, -27.6812076, -48.5166549, 2023-02-18T17:48:12.115Z
activity, -27.6638936, -48.5256353, 2023-02-18T17:48:12.115Z
activity, -27.6160104, -48.5284722, 2023-02-18T17:48:12.115Z
activity, -27.6166829, -48.5273072, 2023-02-18T17:48:12.115Z
activity, -27.6133539, -48.5276264, 2023-02-18T17:48:12.115Z
activity, -27.6084812, -48.5307249, 2023-02-18T17:48:12.115Z
activity, -27.5781624, -48.520489, 2023-02-18T17:48:12.115Z
activity, -27.4374468, -48.5100633, 2023-02-18T17:48:12.115Z
activity, -27.4374487, -48.5100594, 2023-02-18T19:14:15Z
activity, -27.4399359, -48.5066439, 2023-02-18T19:14:15Z
activity, -27.4410249, -48.509079, 2023-02-18T19:14:15Z
activity, -27.4426689, -48.5021378, 2023-02-18T19:14:15Z
activity, -27.4426689, -48.5021378, 2023-02-18T19:14:15Z
activity, -27.4423313, -48.4981577, 2023-02-18T19:14:15Z
activity, -27.4399607, -48.5003468, 2023-02-18T19:14:15Z
activity, -27.449075, -48.5024487, 2023-02-18T19:14:15Z
activity, -27.4665394, -48.4656067, 2023-02-18T19:14:15Z
activity, -27.4712364, -48.4707228, 2023-02-18T19:14:15Z
activity, -27.5117699, -48.5153543, 2023-02-18T19:14:15Z
activity, -27.5344771, -48.5111006, 2023-02-18T19:14:15Z
activity, -27.5780163, -48.5209197, 2023-02-18T19:14:15Z
activity, -27.5796919, -48.5439225, 2023-02-18T19:14:15Z
activity, -27.5805248, -48.5439348, 2023-02-18T21:05:47Z
activity, -27.5784665, -48.5429612, 2023-02-18T21:05:47Z
activity, -27.5968916, -48.5467729, 2023-02-18T21:05:47Z
activity, -27.5985992, -48.5448655, 2023-02-18T21:05:47Z
activity, -27.5924534, -48.543217, 2023-02-18T21:05:47Z
activity, -27.6600842, -48.4934596, 2023-02-19T03:13:24.512Z
activity, -27.661509, -48.5006869, 2023-02-19T03:13:24.512Z
activity, -27.6970597, -48.4997627, 2023-02-19T03:13:24.512Z
activity, -27.6970579, -48.4997623, 2023-02-19T18:57:28.132Z
activity, -27.6935686, -48.4993752, 2023-02-19T18:57:28.132Z
activity, -27.6830351, -48.4940076, 2023-02-19T18:57:28.132Z
activity, -27.6600842, -48.4934596, 2023-02-19T23:19:37.112Z
activity, -27.661509, -48.5006869, 2023-02-19T23:19:37.112Z
activity, -27.6970542, -48.4997615, 2023-02-19T23:19:37.112Z
activity, -27.6970615, -48.4997634, 2023-02-20T20:17:45.128Z
activity, -27.6812076, -48.5166549, 2023-02-20T20:17:45.128Z
activity, -27.6749, -48.5273704, 2023-02-20T20:17:45.128Z
activity, -27.6105995, -48.538105, 2023-02-20T20:17:45.128Z
activity, -27.5955581, -48.5590782, 2023-02-20T20:17:45.128Z
activity, -27.5952777, -48.5608215, 2023-02-20T20:17:45.128Z
activity, -27.5952091, -48.5609321, 2023-02-20T20:17:45.128Z
activity, -27.5938606, -48.5622444, 2023-02-20T20:17:45.128Z
activity, -27.4405422, -48.5058822, 2023-02-20T20:17:45.128Z
activity, -27.4405422, -48.5058784, 2023-02-20T23:12:33.470Z
activity, -27.4405918, -48.494461, 2023-02-20T23:12:33.470Z
activity, -27.4394035, -48.4914398, 2023-02-20T23:12:33.470Z
activity, -27.5862026, -48.5505905, 2023-02-21T00:00:00Z
activity, -27.5868606, -48.5494956, 2023-02-21T00:00:00Z
activity, -27.5885372, -48.5563201, 2023-02-21T00:00:00Z
activity, -27.6000747, -48.5535812, 2023-02-21T00:00:00Z
activity, -27.7025356, -48.5032882, 2023-02-21T00:00:00Z
activity, -27.695013, -48.4996871, 2023-02-21T00:00:00Z
activity, -27.6968574, -48.4997177, 2023-02-21T00:00:00Z
activity, -27.6970481, -48.4997596, 2023-02-22T15:14:21Z
activity, -27.6953334, -48.4993972, 2023-02-22T15:14:21Z
activity, -27.6949901, -48.499794, 2023-02-22T15:14:21Z
activity, -27.6970653, -48.4997634, 2023-02-22T15:23:01Z
activity, -27.6969642, -48.4997406, 2023-02-22T15:23:01Z
activity, -27.696865, -48.4997215, 2023-02-22T15:23:01Z
activity, -27.6970424, -48.4997596, 2023-02-22T23:12:30.167Z
activity, -27.6956882, -48.4979286, 2023-02-22T23:12:30.167Z
activity, -27.6993103, -48.4967231, 2023-02-22T23:12:30.167Z
activity, -27.7004222, -48.494812, 2023-02-22T23:12:30.167Z
activity, -27.701519, -48.4956169, 2023-02-22T23:12:30.167Z
activity, -27.6968441, -48.4997138, 2023-02-24T22:58:40.296Z
activity, -27.6935691, -48.4993743, 2023-02-24T22:58:40.296Z
activity, -27.6847019, -48.5030441, 2023-02-24T22:58:40.296Z
activity, -27.6708526, -48.5057449, 2023-02-24T22:58:40.296Z
activity, -27.666193, -48.5013389, 2023-02-24T22:58:40.296Z
activity, -27.6613464, -48.5010337, 2023-02-24T22:58:40.296Z
activity, -27.6601219, -48.5024757, 2023-02-24T22:58:40.296Z
activity, -27.6509952, -48.5182151, 2023-02-24T22:58:40.296Z
activity, -27.6345691, -48.523426, 2023-02-24T22:58:40.296Z
activity, -27.631155, -48.5236015, 2023-02-24T22:58:40.296Z
activity, -27.631155, -48.5236015, 2023-02-24T22:58:40.296Z
activity, -27.6300582, -48.5240211, 2023-02-24T22:58:40.296Z
activity, -27.6226196, -48.5263786, 2023-02-24T22:58:40.296Z
activity, -27.6218662, -48.5262947, 2023-02-25T00:56:49.169Z
activity, -27.6704006, -48.5050849, 2023-02-25T00:56:49.169Z
activity, -27.6962718, -48.4995918, 2023-02-25T00:56:49.169Z
activity, -27.6968212, -48.49971, 2023-02-25T03:00:00.194Z
activity, -27.6945514, -48.5000228, 2023-02-25T03:00:00.194Z
activity, -27.6666755, -48.5016098, 2023-02-25T03:00:00.194Z
activity, -27.6970481, -48.4997596, 2023-02-25T03:00:00.194Z
activity, -27.6970596, -48.4997634, 2023-02-25T12:56:39.109Z
activity, -27.7062606, -48.5036544, 2023-02-25T12:56:39.109Z
activity, -27.7149372, -48.51128, 2023-02-25T12:56:39.109Z
activity, -27.7153625, -48.5103607, 2023-02-25T13:10:23.429Z
activity, -27.7060127, -48.5075912, 2023-02-25T13:10:23.429Z
activity, -27.6871185, -48.5099716, 2023-02-25T13:10:23.429Z
activity, -27.6871109, -48.5099296, 2023-02-25T13:40:29.314Z
activity, -27.6826896, -48.5098571, 2023-02-25T13:40:29.314Z
activity, -27.6887454, -48.4982032, 2023-02-25T13:40:29.314Z
activity, -27.6947822, -48.5001716, 2023-02-25T13:40:29.314Z
activity, -27.6970481, -48.4997596, 2023-02-25T13:40:29.314Z
activity, -27.6970195, -48.4997558, 2023-02-25T18:32:14.420Z
activity, -27.6949119, -48.5, 2023-02-25T18:32:14.420Z
activity, -27.6854724, -48.5023689, 2023-02-25T18:32:14.420Z
activity, -27.6761837, -48.5082321, 2023-02-25T18:32:14.420Z
activity, -27.6607379, -48.501667, 2023-02-25T18:32:14.420Z
activity, -27.6052036, -48.5483665, 2023-02-25T18:32:14.420Z
activity, -27.599842, -48.5481185, 2023-02-25T18:32:14.420Z
activity, -27.6001758, -48.5484466, 2023-02-25T18:32:14.420Z
activity, -27.5976924, -48.5528717, 2023-02-25T18:32:14.420Z
activity, -27.5962409, -48.5568542, 2023-02-25T18:32:14.420Z
activity, -27.5947055, -48.5550079, 2023-02-25T18:32:14.420Z
activity, -27.5930194, -48.5585327, 2023-02-25T18:32:14.420Z
activity, -27.5942783, -48.5579223, 2023-02-25T18:32:14.420Z
activity, -27.5947189, -48.557106, 2023-02-25T19:04:59.813Z
activity, -27.5929584, -48.5615615, 2023-02-25T19:04:59.813Z
activity, -27.5916137, -48.5612792, 2023-02-25T19:04:59.813Z
activity, -27.5940475, -48.5560607, 2023-02-25T19:04:59.813Z
activity, -27.5973091, -48.5533599, 2023-02-25T19:04:59.813Z
