name, latitude, longitude, timestamp
activity, -5.8443322, -35.2031905, 2020-04-03T15:08:34.797Z
activity, -5.8434924, -35.2032012, 2020-04-03T15:08:34.797Z
activity, -5.8397274, -35.2065675, 2020-04-03T15:08:34.797Z
activity, -5.836997, -35.2118242, 2020-04-03T15:08:34.797Z
activity, -5.8415746, -35.2130347, 2020-04-03T15:08:34.797Z
activity, -5.8248793, -35.2126275, 2020-04-03T15:08:34.797Z
activity, -5.8222498, -35.2118501, 2020-04-03T15:08:34.797Z
activity, -5.8166322, -35.2097892, 2020-04-03T15:08:34.797Z
activity, -5.8166752, -35.2065823, 2020-04-03T15:08:34.797Z
activity, -5.8434723, -35.209439, 2020-04-03T15:08:34.797Z
activity, -5.869809, -35.205082, 2020-04-03T15:08:34.797Z
activity, -5.8443322, -35.2031905, 2020-04-03T15:27:13Z
activity, -5.8434924, -35.2032012, 2020-04-03T15:27:13Z
activity, -5.8397274, -35.2065675, 2020-04-03T15:27:13Z
activity, -5.836997, -35.2118242, 2020-04-03T15:27:13Z
activity, -5.8415746, -35.2130347, 2020-04-03T15:27:13Z
activity, -5.8248793, -35.2126275, 2020-04-03T15:27:13Z
activity, -5.8222498, -35.2118501, 2020-04-03T15:27:13Z
activity, -5.8166322, -35.2097892, 2020-04-03T15:27:13Z
activity, -5.8166752, -35.2065823, 2020-04-03T15:27:13Z
activity, -5.8434723, -35.209439, 2020-04-03T15:27:13Z
activity, -5.869809, -35.205082, 2020-04-03T15:27:13Z
activity, -5.8443322, -35.2031905, 2020-04-03T15:44:00Z
activity, -5.8434924, -35.2032012, 2020-04-03T15:44:00Z
activity, -5.8397274, -35.2065675, 2020-04-03T15:44:00Z
activity, -5.836997, -35.2118242, 2020-04-03T15:44:00Z
activity, -5.8415746, -35.2130347, 2020-04-03T15:44:00Z
activity, -5.8248793, -35.2126275, 2020-04-03T15:44:00Z
activity, -5.8222498, -35.2118501, 2020-04-03T15:44:00Z
activity, -5.8166322, -35.2097892, 2020-04-03T15:44:00Z
activity, -5.8166752, -35.2065823, 2020-04-03T15:44:00Z
activity, -5.8434723, -35.209439, 2020-04-03T15:44:00Z
activity, -5.869809, -35.205082, 2020-04-03T15:44:00Z
activity, -5.8443322, -35.2031905, 2020-04-03T15:59:06Z
activity, -5.8434924, -35.2032012, 2020-04-03T15:59:06Z
activity, -5.8397274, -35.2065675, 2020-04-03T15:59:06Z
activity, -5.836997, -35.2118242, 2020-04-03T15:59:06Z
activity, -5.8415746, -35.2130347, 2020-04-03T15:59:06Z
activity, -5.8248793, -35.2126275, 2020-04-03T15:59:06Z
activity, -5.8222498, -35.2118501, 2020-04-03T15:59:06Z
activity, -5.8166322, -35.2097892, 2020-04-03T15:59:06Z
activity, -5.8166752, -35.2065823, 2020-04-03T15:59:06Z
activity, -5.8434723, -35.209439, 2020-04-03T15:59:06Z
activity, -5.869809, -35.205082, 2020-04-03T15:59:06Z
activity, -5.9767208, -35.1250495, 2020-04-04T20:07:37.365Z
activity, -5.8802847, -35.1789398, 2020-04-04T20:07:37.365Z
activity, -5.8760333, -35.1791381, 2020-04-04T20:07:37.365Z
activity, -5.8721642, -35.1810531, 2020-04-04T20:07:37.365Z
activity, -5.8705482, -35.1817817, 2020-04-04T20:07:37.365Z
activity, -5.8560523, -35.1983184, 2020-04-04T20:07:37.365Z
activity, -5.8539199, -35.1998558, 2020-04-04T20:07:37.365Z
activity, -5.8473095, -35.2027626, 2020-04-04T20:07:37.365Z
activity, -5.8456764, -35.204174, 2020-04-04T20:07:37.365Z
activity, -5.8465137, -35.2033882, 2020-04-05T18:52:17.682Z
activity, -5.8550381, -35.1998596, 2020-04-05T18:52:17.682Z
activity, -5.8621191, -35.1810302, 2020-04-05T18:52:17.682Z
activity, -5.7885761, -35.1890106, 2020-04-05T18:52:17.682Z
activity, -5.7840685, -35.191967, 2020-04-05T18:52:17.682Z
activity, -5.7837557, -35.1927299, 2020-04-05T18:52:17.682Z
activity, -5.7825922, -35.1941757, 2020-04-05T18:52:17.682Z
activity, -5.8235454, -35.209095, 2020-04-05T18:52:17.682Z
activity, -5.8398308, -35.2105445, 2020-04-05T18:52:17.682Z
activity, -5.8418927, -35.2036285, 2020-04-05T18:52:17.682Z
activity, -5.8453311, -35.2041931, 2020-04-05T18:52:17.682Z
activity, -5.8463144, -35.2036056, 2020-04-05T22:10:30.128Z
activity, -5.8467941, -35.2031974, 2020-04-05T22:10:30.128Z
activity, -5.8495655, -35.2026596, 2020-04-05T22:10:30.128Z
activity, -5.8550381, -35.1998596, 2020-04-05T22:10:30.128Z
activity, -5.8665876, -35.1817131, 2020-04-05T22:10:30.128Z
activity, -5.8635578, -35.1808395, 2020-04-05T22:10:30.128Z
activity, -5.785386, -35.190258, 2020-04-05T22:10:30.128Z
activity, -5.7836704, -35.1911735, 2020-04-05T22:10:30.128Z
activity, -5.7834773, -35.1932373, 2020-04-05T22:10:30.128Z
activity, -5.7820611, -35.1971092, 2020-04-05T22:10:30.128Z
activity, -5.7827029, -35.1966361, 2020-04-05T22:10:30.128Z
activity, -5.8235454, -35.209095, 2020-04-05T22:10:30.128Z
activity, -5.8368043, -35.2113533, 2020-04-05T22:10:30.128Z
activity, -5.8452356, -35.2042164, 2020-04-06T17:59:52.096Z
activity, -5.8606661, -35.2056202, 2020-04-06T17:59:52.096Z
activity, -5.8643149, -35.2096012, 2020-04-06T17:59:52.096Z
activity, -5.8649284, -35.2098928, 2020-04-06T18:25:00Z
activity, -5.8665921, -35.2035356, 2020-04-06T18:25:00Z
activity, -5.8526561, -35.2039112, 2020-04-06T18:25:00Z
activity, -5.8322312, -35.2120576, 2020-04-06T18:25:00Z
activity, -5.824322, -35.2074762, 2020-04-06T18:25:00Z
activity, -5.8261395, -35.2006201, 2020-04-06T18:25:00Z
activity, -5.8246677, -35.1999471, 2020-04-06T18:25:00Z
activity, -5.8453516, -35.204216, 2020-04-06T18:41:00Z
activity, -5.8448252, -35.2037506, 2020-04-06T18:41:00Z
activity, -5.8466095, -35.2057991, 2020-04-06T18:41:00Z
activity, -5.8501362, -35.2058448, 2020-04-06T18:41:00Z
activity, -5.8607397, -35.2056159, 2020-04-06T18:41:00Z
activity, -5.8627667, -35.2051811, 2020-04-06T18:41:00Z
activity, -5.8649287, -35.2096061, 2020-04-06T18:41:00Z
activity, -5.8455843, -35.2084197, 2020-04-06T18:41:00Z
activity, -5.8228988, -35.2004661, 2020-04-06T18:41:00Z
activity, -5.8221478, -35.2022743, 2020-04-06T18:41:00Z
activity, -5.8235244, -35.2059326, 2020-04-06T18:41:00Z
activity, -5.8323397, -35.2037849, 2020-04-06T18:41:00Z
activity, -5.8452048, -35.2040481, 2020-04-06T18:41:00Z
activity, -5.8452887, -35.2052612, 2020-04-07T18:00:41.126Z
activity, -5.8421678, -35.2101669, 2020-04-07T18:00:41.126Z
activity, -5.8519349, -35.2104225, 2020-04-07T18:00:41.126Z
activity, -5.8529767, -35.2022819, 2020-04-07T18:00:41.126Z
activity, -5.8529767, -35.2022819, 2020-04-07T18:25:06Z
activity, -5.8469843, -35.2030372, 2020-04-07T18:25:06Z
activity, -5.8435597, -35.2083053, 2020-04-07T18:25:06Z
activity, -5.8706765, -35.2064666, 2020-04-07T18:25:06Z
activity, -5.8452358, -35.2040863, 2020-04-07T18:25:06Z
activity, -5.8483715, -35.2018127, 2020-04-08T19:08:41.871Z
activity, -5.8489394, -35.2013282, 2020-04-08T19:08:41.871Z
activity, -5.8521337, -35.2015151, 2020-04-08T19:08:41.871Z
activity, -5.8654985, -35.1858406, 2020-04-08T19:08:41.871Z
activity, -5.8665728, -35.1838417, 2020-04-08T19:08:41.871Z
activity, -5.7871928, -35.1896324, 2020-04-08T19:08:41.871Z
activity, -5.7827806, -35.1941223, 2020-04-08T19:08:41.871Z
activity, -5.7817597, -35.195137, 2020-04-08T20:08:48.162Z
activity, -5.8235454, -35.209095, 2020-04-08T20:08:48.162Z
activity, -5.8453326, -35.2041931, 2020-04-08T20:08:48.162Z
activity, -5.8466491, -35.2033157, 2020-04-09T19:42:59.153Z
activity, -5.8675022, -35.1826934, 2020-04-09T19:42:59.153Z
activity, -5.8668613, -35.1829948, 2020-04-09T19:42:59.153Z
activity, -5.8019909, -35.1825103, 2020-04-09T19:42:59.153Z
activity, -5.7946014, -35.1841163, 2020-04-09T19:42:59.153Z
activity, -5.7871928, -35.1896324, 2020-04-09T19:42:59.153Z
activity, -5.7860755, -35.1901245, 2020-04-09T19:42:59.153Z
activity, -5.7835679, -35.1913871, 2020-04-09T19:42:59.153Z
activity, -5.7833857, -35.1933403, 2020-04-09T19:42:59.153Z
activity, -5.7820611, -35.1971092, 2020-04-09T19:42:59.153Z
activity, -5.7829656, -35.1964378, 2020-04-09T19:42:59.153Z
activity, -5.8121237, -35.2049293, 2020-04-09T19:42:59.153Z
activity, -5.8451323, -35.204647, 2020-04-09T19:42:59.153Z
activity, -5.845087, -35.2050094, 2020-04-10T16:46:49.769Z
activity, -5.841125, -35.2101745, 2020-04-10T16:46:49.769Z
activity, -5.8411259, -35.210617, 2020-04-10T16:46:49.769Z
activity, -5.843954, -35.2085227, 2020-04-10T16:46:49.769Z
activity, -5.8453078, -35.2041664, 2020-04-10T16:46:49.769Z
activity, -5.846569, -35.2033843, 2020-04-10T19:44:56.003Z
activity, -5.8561453, -35.1984405, 2020-04-10T19:44:56.003Z
activity, -5.8646507, -35.1807136, 2020-04-10T19:44:56.003Z
activity, -5.7914962, -35.1867294, 2020-04-10T19:44:56.003Z
activity, -5.7853107, -35.1902656, 2020-04-10T19:44:56.003Z
activity, -5.7836704, -35.1911735, 2020-04-10T19:44:56.003Z
activity, -5.7827219, -35.1940422, 2020-04-10T19:44:56.003Z
activity, -5.8408288, -35.2106742, 2020-04-10T19:44:56.003Z
activity, -5.8450875, -35.2050132, 2020-04-10T19:44:56.003Z
activity, -5.8463621, -35.2035636, 2020-04-11T19:41:30.003Z
activity, -5.8550381, -35.1998596, 2020-04-11T19:41:30.003Z
activity, -5.8663415, -35.1838684, 2020-04-11T19:41:30.003Z
activity, -5.7871928, -35.1896324, 2020-04-11T19:41:30.003Z
activity, -5.7811932, -35.1968727, 2020-04-11T19:41:30.003Z
activity, -5.8306369, -35.2118644, 2020-04-11T19:41:30.003Z
activity, -5.845252, -35.2045478, 2020-04-11T19:41:30.003Z
activity, -5.8381929, -35.2109947, 2020-04-15T10:59:34.628Z
activity, -5.8369965, -35.2118225, 2020-04-15T10:59:34.628Z
activity, -5.8342623, -35.2183647, 2020-04-15T10:59:34.628Z
activity, -5.8338241, -35.2181968, 2020-04-15T10:59:34.628Z
activity, -5.8298487, -35.2114524, 2020-04-15T10:59:34.628Z
activity, -5.8361735, -35.2120628, 2020-04-15T10:59:34.628Z
activity, -5.8452649, -35.2041168, 2020-04-15T10:59:34.628Z
activity, -5.8381929, -35.2109947, 2020-04-15T11:16:50.366Z
activity, -5.8369965, -35.2118225, 2020-04-15T11:16:50.366Z
activity, -5.8342623, -35.2183647, 2020-04-15T11:16:50.366Z
activity, -5.8338241, -35.2181968, 2020-04-15T11:16:50.366Z
activity, -5.8298487, -35.2114524, 2020-04-15T11:16:50.366Z
activity, -5.8361735, -35.2120628, 2020-04-15T11:16:50.366Z
activity, -5.8452649, -35.2041168, 2020-04-15T11:16:50.366Z
activity, -5.846507, -35.2035026, 2020-04-15T20:15:22Z
activity, -5.8569321, -35.1974334, 2020-04-15T20:15:22Z
activity, -5.8586812, -35.1951828, 2020-04-15T20:22:26Z
activity, -5.8647637, -35.1874198, 2020-04-15T20:22:26Z
activity, -5.846507, -35.2035026, 2020-04-15T20:28:55.358Z
activity, -5.8467941, -35.2031974, 2020-04-15T20:28:55.358Z
activity, -5.851293, -35.2026252, 2020-04-15T20:28:55.358Z
activity, -5.8527207, -35.2028198, 2020-04-15T20:28:55.358Z
activity, -5.8660669, -35.184761, 2020-04-15T20:28:55.358Z
activity, -5.7914962, -35.1867294, 2020-04-15T20:28:55.358Z
activity, -5.7809166, -35.1965065, 2020-04-15T20:28:55.358Z
activity, -5.8038749, -35.2019233, 2020-04-15T20:28:55.358Z
activity, -5.8400931, -35.2104339, 2020-04-15T20:28:55.358Z
activity, -5.843954, -35.2085227, 2020-04-15T20:28:55.358Z
activity, -5.8457155, -35.2036323, 2020-04-15T20:28:55.358Z
activity, -5.846065, -35.2051773, 2020-04-16T16:41:58.912Z
activity, -5.8457736, -35.2075042, 2020-04-16T16:41:58.912Z
activity, -5.8247199, -35.2064132, 2020-04-16T16:41:58.912Z
activity, -5.8189425, -35.2041969, 2020-04-16T16:41:58.912Z
activity, -5.793971, -35.1988029, 2020-04-16T16:41:58.912Z
activity, -5.8235454, -35.209095, 2020-04-16T16:41:58.912Z
activity, -5.8407306, -35.2111244, 2020-04-16T16:41:58.912Z
activity, -5.7938766, -35.1990356, 2020-04-16T17:09:20Z
activity, -5.8407306, -35.2111244, 2020-04-16T17:09:20Z
activity, -5.8407311, -35.2111434, 2020-04-16T17:37:50.532Z
activity, -5.8419265, -35.2102813, 2020-04-16T17:37:50.532Z
activity, -5.8443574, -35.2105979, 2020-04-16T17:37:50.532Z
activity, -5.8442893, -35.2106246, 2020-04-16T18:10:32.419Z
activity, -5.8491644, -35.2091331, 2020-04-16T18:10:32.419Z
activity, -5.8521757, -35.2105369, 2020-04-16T18:10:32.419Z
activity, -5.8539643, -35.2113723, 2020-04-16T18:30:06.684Z
activity, -5.8455843, -35.2084197, 2020-04-16T18:30:06.684Z
activity, -5.8452916, -35.2041473, 2020-04-16T18:30:06.684Z
activity, -5.8442049, -35.2030448, 2020-04-17T14:40:01.927Z
activity, -5.8448252, -35.2037506, 2020-04-17T14:40:01.927Z
activity, -5.8424148, -35.2061424, 2020-04-17T14:40:01.927Z
activity, -5.8654985, -35.1858406, 2020-04-17T14:40:01.927Z
